,character,text,scene,movie
1835,GANDALF VOICEOVER,Look to my coming at first light on the fifth day. At dawn......Iook to the east.,Scene 58 ~ Forth Eorlingas,The Two Towers
1836,THEODEN,Yes.........Yes.........The horn of Helm Hammerhand......shall sound in the Deep......one last time.,Scene 58 ~ Forth Eorlingas,The Two Towers
1837,GIMLI,Yes!,Scene 58 ~ Forth Eorlingas,The Two Towers
1838,THEODEN, Let this be the hour when we draw swords together.,Scene 58 ~ Forth Eorlingas,The Two Towers
1839,THEODEN,"Fell deeds, awake. Now for wrath......now for ruin and a red dawn.",Scene 58 ~ Forth Eorlingas,The Two Towers
1840,THEODEN,Forth Eorlingas!,Scene 58 ~ Forth Eorlingas,The Two Towers
1841,ARAGORN,Gandalf.,Scene 58 ~ Forth Eorlingas,The Two Towers
1842,GANDALF, Theoden King stands alone.,Scene 58 ~ Forth Eorlingas,The Two Towers
1843,EOMER, Not alone.  Rohirrim!,Scene 58 ~ Forth Eorlingas,The Two Towers
1844,THEODEN,Eomer.,Scene 58 ~ Forth Eorlingas,The Two Towers
1845,EOMER,To the king!,Scene 58 ~ Forth Eorlingas,The Two Towers
1846,PIPPIN,Yes!,Scene 59 ~ The Flooding of Isengard,The Two Towers
1847,TREEBEARD,A hit. A fine hit.,Scene 59 ~ The Flooding of Isengard,The Two Towers
1848,TREEBEARD,Break the dam! Release the river!,Scene 59 ~ The Flooding of Isengard,The Two Towers
1849,MERRY,Pippin! Hold on!,Scene 59 ~ The Flooding of Isengard,The Two Towers
1850,TREEBEARD,"Hold on, little Hobbits.",Scene 59 ~ The Flooding of Isengard,The Two Towers
1851,SAM,What are you doing?,Scene 60 ~ The Tales that Really Mattered,The Two Towers
1852,SAM,Where are you going?,Scene 60 ~ The Tales that Really Mattered,The Two Towers
1853,SAM,It's me. It's your Sam. Don't you know your Sam?,Scene 60 ~ The Tales that Really Mattered,The Two Towers
1854,FRODO,"I can't do this, Sam.",Scene 60 ~ The Tales that Really Mattered,The Two Towers
1855,SAM," I know. It's all wrong.  By rights, we shouldn't even be here. But we are. It's like in the great stories, Mr. Frodo. The ones that really mattered.  Full of darkness and danger they were. And sometimes you didn't want to know the end.....because how could the end be happy? How could the world go back to the way it was...... when so much bad had happened?",Scene 60 ~ The Tales that Really Mattered,The Two Towers
1856,THEODEN,Victory! We have victory!,Scene 60 ~ The Tales that Really Mattered,The Two Towers
1857,SAM VOICEOVER,"But in the end, it's only a passing thing...... this shadow. Even darkness must pass. A new day will come. And when the sun shines, it will shine out the clearer. Those were the stories that stayed with you......that meant something. Even if you were too small to understand why. But I think, Mr. Frodo, I do understand. I know now.",Scene 60 ~ The Tales that Really Mattered,The Two Towers
1858,SAM,"Folk in those stories......had lots of chances of turning back, only they didn't. They kept going......because they were holding on to something.",Scene 60 ~ The Tales that Really Mattered,The Two Towers
1859,FRODO,"What are we holding on to, Sam?",Scene 60 ~ The Tales that Really Mattered,The Two Towers
1860,SAM,"That there's some good in this world, Mr. Frodo. And it's worth fighting for.",Scene 60 ~ The Tales that Really Mattered,The Two Towers
1861,FARAMIR,"I think at last we understand one another, Frodo Baggins. ",Scene 60 ~ The Tales that Really Mattered,The Two Towers
1862,MADRIL,"You know the laws of our country, the laws of your father. If you let them go, your life will be forfeit.",Scene 60 ~ The Tales that Really Mattered,The Two Towers
1863,FARAMIR,Then it is forfeit. Release them.,Scene 60 ~ The Tales that Really Mattered,The Two Towers
1864,EOMER,Stay out of the forest! Keep away from the trees!,"Scene 61 ~ Fangorn Comes to Helms Deep 


The Uruk-hai are fleeing from Helms Deep,Theoden, Gandalf, Aragorn, Legolas ride after them.  They run to where aforest of trees has suddenly appeared. Eomer suddenly rides out in front of themen",The Two Towers
1865,LEGOLAS, Final count.....42.,Scene 62 ~ The Final Tally,The Two Towers
1866,GIMLI,Forty-two? That's not bad for a pointy-eared Elvish princeling. I myself am sitting pretty on 43.,Scene 62 ~ The Final Tally,The Two Towers
1867,LEGOLAS, Forty-three.,Scene 62 ~ The Final Tally,The Two Towers
1868,GIMLI,He was already dead.,Scene 62 ~ The Final Tally,The Two Towers
1869,LEGOLAS,He was twitching.,Scene 62 ~ The Final Tally,The Two Towers
1870,GIMLI,He was twitching......because he's got my axe  embedded in his nervous system!,Scene 62 ~ The Final Tally,The Two Towers
1871,MERRY,"He doesn't look too happy, does he?",Scene 63 ~ Flotsam and Jetsam,The Two Towers
1872,PIPPIN,"Not too happy at all, Merry.",Scene 63 ~ Flotsam and Jetsam,The Two Towers
1873,MERRY,"Still, I suppose the view would be quite nice from up there.",Scene 63 ~ Flotsam and Jetsam,The Two Towers
1874,PIPPIN,"Oh, yes. It's a quality establishment. I hear the staff are very good.",Scene 63 ~ Flotsam and Jetsam,The Two Towers
1875,PIPPIN,What are you doing?,Scene 63 ~ Flotsam and Jetsam,The Two Towers
1876,MERRY,"Nothing. The world's back to normal, that's all.",Scene 63 ~ Flotsam and Jetsam,The Two Towers
1877,PIPPIN,"No, it isn't. I'm starving.",Scene 63 ~ Flotsam and Jetsam,The Two Towers
1878,MERRY,Good luck trying to find something decent around here.  Probably only dead rats and mouldy bread.,Scene 63 ~ Flotsam and Jetsam,The Two Towers
1879,MERRY,Saruman's storeroom!,Scene 63 ~ Flotsam and Jetsam,The Two Towers
1880,PIPPIN,I don't believe it.,Scene 63 ~ Flotsam and Jetsam,The Two Towers
1881,MERRY,It can't be.,Scene 63 ~ Flotsam and Jetsam,The Two Towers
1882,PIPPIN,lt is!,Scene 63 ~ Flotsam and Jetsam,The Two Towers
1883,MERRY,Longbottom Leaf.  The finest pipe-weed in South Farthing.,Scene 63 ~ Flotsam and Jetsam,The Two Towers
1884,PIPPIN, It's perfect. One barrel each.  Wait. Do you think we should share it with Treebeard?,Scene 63 ~ Flotsam and Jetsam,The Two Towers
1885,MERRY, Share it?  No. No.  Dead plant and all that. Don't think he'd understand.  Could be a distant relative.,Scene 63 ~ Flotsam and Jetsam,The Two Towers
1886,PIPPIN, I get it. Don't be hasty. ,Scene 63 ~ Flotsam and Jetsam,The Two Towers
1887,MERRY, Exactly.  Bar-hrum. ,Scene 63 ~ Flotsam and Jetsam,The Two Towers
1888,FARAMIR,This is the old sewer. Runs right under the river through to the edge of the city. You'll find cover in the woods there.,Scene 64 ~ Farewell to Faramir,The Two Towers
1889,SAM,"Captain Faramir......you have shown your quality, sir.",Scene 64 ~ Farewell to Faramir,The Two Towers
1890,SAM,The very highest.,Scene 64 ~ Farewell to Faramir,The Two Towers
1891,FARAMIR," The Shire must truly be a great realm, Master Gamgee......where gardeners are held in high honor.",Scene 64 ~ Farewell to Faramir,The Two Towers
1892,FARAMIR,What road will you take once you reach the woods?,Scene 64 ~ Farewell to Faramir,The Two Towers
1893,FRODO,Gollum says there's a path......near Minas Morgul that climbs up into the mountains.,Scene 64 ~ Farewell to Faramir,The Two Towers
1894,FARAMIR,Cirith Ungol?,Scene 64 ~ Farewell to Faramir,The Two Towers
1895,FARAMIR,ls that its name?,Scene 64 ~ Farewell to Faramir,The Two Towers
1896,GOLLUM,No.  No!  Yes.,Scene 64 ~ Farewell to Faramir,The Two Towers
1897,FARAMIR, Frodo......they say a dark terror dwells in the passes above Minas Morgul. You cannot go that way.,Scene 64 ~ Farewell to Faramir,The Two Towers
1898,GOLLUM,"lt is the only way. Master says we must go to Mordor, so we must try.",Scene 64 ~ Farewell to Faramir,The Two Towers
1899,FRODO,I must.,Scene 64 ~ Farewell to Faramir,The Two Towers
1900,FARAMIR," Go, Frodo. Go with the goodwill of all Men.",Scene 64 ~ Farewell to Faramir,The Two Towers
1901,FRODO,Thank you.,Scene 64 ~ Farewell to Faramir,The Two Towers
1902,FARAMIR,May death find you quickly if you bring them to harm.,Scene 64 ~ Farewell to Faramir,The Two Towers
1903,SAM,"Come on, keep up.",Scene 64 ~ Farewell to Faramir,The Two Towers
1904,SAM,"Mr. Frodo didn't mean for them Rangers to hurt you. You know that, don't you? He was trying to save you, see?",Scene 64 ~ Farewell to Faramir,The Two Towers
1905,GOLLUM, Save me?,Scene 64 ~ Farewell to Faramir,The Two Towers
1906,SAM,So there's no hard feelings. Forgive and forget.,Scene 64 ~ Farewell to Faramir,The Two Towers
1907,GOLLUM,"No, no, no hard feelings. Gollum, Gollum.  Yes, master. Nice Hobbits.",Scene 64 ~ Farewell to Faramir,The Two Towers
1908,SAM," Very decent of you. Very decent, indeed, Gollum.",Scene 64 ~ Farewell to Faramir,The Two Towers
1909,GANDALF,"Sauron's wrath will be terrible, his retribution swift.","Scene 65 ~ ""The Battle for Middle Earthis About to Begin"" 


Gandalf rides to the top of the hill atthe side of Helms Deep with Eomer, Theoden, Legolas, Gimli and Aragorn andGamling all on horseback",The Two Towers
1910,GANDALF,The battle for Helm's Deep is over. The battle for Middle-earth is about to begin.,"Scene 65 ~ ""The Battle for Middle Earthis About to Begin"" 


Gandalf rides to the top of the hill atthe side of Helms Deep with Eomer, Theoden, Legolas, Gimli and Aragorn andGamling all on horseback",The Two Towers
1911,GANDALF, All our hopes now lie with two little Hobbits...,"Scene 65 ~ ""The Battle for Middle Earthis About to Begin"" 


Gandalf rides to the top of the hill atthe side of Helms Deep with Eomer, Theoden, Legolas, Gimli and Aragorn andGamling all on horseback",The Two Towers
1912,GANDALF VOICEOVER,...somewhere in the wilderness.,"Scene 65 ~ ""The Battle for Middle Earthis About to Begin"" 


Gandalf rides to the top of the hill atthe side of Helms Deep with Eomer, Theoden, Legolas, Gimli and Aragorn andGamling all on horseback",The Two Towers
1913,SAM,I wonder if we'll ever be put into songs or tales.,"Scene 65 ~ ""The Battle for Middle Earthis About to Begin"" 


Gandalf rides to the top of the hill atthe side of Helms Deep with Eomer, Theoden, Legolas, Gimli and Aragorn andGamling all on horseback",The Two Towers
1914,FRODO, What?,"Scene 65 ~ ""The Battle for Middle Earthis About to Begin"" 


Gandalf rides to the top of the hill atthe side of Helms Deep with Eomer, Theoden, Legolas, Gimli and Aragorn andGamling all on horseback",The Two Towers
1915,SAM,"I wonder if people will ever say, ""Let's hear about Frodo and the Ring."" And they'll say, ""Yes! That's one of my favourite stories."" ""Frodo was really courageous, wasn't he, Dad? "" ""Yes, my boy.  The most famousest of Hobbits. And that's saying a lot.""","Scene 65 ~ ""The Battle for Middle Earthis About to Begin"" 


Gandalf rides to the top of the hill atthe side of Helms Deep with Eomer, Theoden, Legolas, Gimli and Aragorn andGamling all on horseback",The Two Towers
1916,FRODO," Well, you've left out one of the chief characters: ""Samwise the Brave."" I want to hear more about Sam.","Scene 65 ~ ""The Battle for Middle Earthis About to Begin"" 


Gandalf rides to the top of the hill atthe side of Helms Deep with Eomer, Theoden, Legolas, Gimli and Aragorn andGamling all on horseback",The Two Towers
1917,FRODO, Frodo wouldn't have got far without Sam.,"Scene 65 ~ ""The Battle for Middle Earthis About to Begin"" 


Gandalf rides to the top of the hill atthe side of Helms Deep with Eomer, Theoden, Legolas, Gimli and Aragorn andGamling all on horseback",The Two Towers
1918,SAM,"Now, Mr. Frodo, you shouldn't make fun. I was being serious.","Scene 65 ~ ""The Battle for Middle Earthis About to Begin"" 


Gandalf rides to the top of the hill atthe side of Helms Deep with Eomer, Theoden, Legolas, Gimli and Aragorn andGamling all on horseback",The Two Towers
1919,FRODO,So was l. ,"Scene 65 ~ ""The Battle for Middle Earthis About to Begin"" 


Gandalf rides to the top of the hill atthe side of Helms Deep with Eomer, Theoden, Legolas, Gimli and Aragorn andGamling all on horseback",The Two Towers
1920,SAM," ""Samwise the Brave."" ","Scene 65 ~ ""The Battle for Middle Earthis About to Begin"" 


Gandalf rides to the top of the hill atthe side of Helms Deep with Eomer, Theoden, Legolas, Gimli and Aragorn andGamling all on horseback",The Two Towers
1921,FRODO,Smeagol?,Scene 66 ~ Gollum's Plan,The Two Towers
1922,SAM,We're not going to wait for you. Come on.,Scene 66 ~ Gollum's Plan,The Two Towers
1923,SMEAGOL,Master. Master looks after us.  Master wouldn't hurt us.,Scene 66 ~ Gollum's Plan,The Two Towers
1924,GOLLUM,Master broke his promise.,Scene 66 ~ Gollum's Plan,The Two Towers
1925,SMEAGOL,"Don't ask Smeagol. Poor, poor Smeagol.",Scene 66 ~ Gollum's Plan,The Two Towers
1926,GOLLUM,Master betrayed us. Wicked. Tricksy. False.  We ought to wring his filthy little neck.  Kill him! Kill him! Kill them both!  And then we take the precious......and we be the master!,Scene 66 ~ Gollum's Plan,The Two Towers
1927,SMEAGOL," But the fat Hobbit, he knows. Eyes always watching.",Scene 66 ~ Gollum's Plan,The Two Towers
1928,GOLLUM, Then we stabs them out. Put out his eyeses and make him crawl.,Scene 66 ~ Gollum's Plan,The Two Towers
1929,SMEAGOL,Yes. Yes. Yes.,Scene 66 ~ Gollum's Plan,The Two Towers
1930,GOLLUM,Kill them both.,Scene 66 ~ Gollum's Plan,The Two Towers
1931,SMEAGOL,Yes.  No! No!  It's too risky. It's too risky.,Scene 66 ~ Gollum's Plan,The Two Towers
1932,SAM,"Where is he? Where has he gone? Hey, Gollum! Where are you?",Scene 66 ~ Gollum's Plan,The Two Towers
1933,FRODO,Smeagol?,Scene 66 ~ Gollum's Plan,The Two Towers
1934,GOLLUM,We could let her do it.,Scene 66 ~ Gollum's Plan,The Two Towers
1935,SMEAGOL,Yes. She could do it.,Scene 66 ~ Gollum's Plan,The Two Towers
1936,GOLLUM,"Yes, precious, she could. And then we takes it once they're dead.",Scene 66 ~ Gollum's Plan,The Two Towers
1937,SMEAGOL,Once they're dead.  Ssssssssssssssh!,Scene 66 ~ Gollum's Plan,The Two Towers
1938,SMEAGOL,"Come on, Hobbits. Long ways to go yet.  Smeagol will show you the way.",Scene 66 ~ Gollum's Plan,The Two Towers
1939,GOLLUM,Follow me.,Scene 66 ~ Gollum's Plan,The Two Towers
1940,DEAGOL,"Oh Smeagol Ive got one!  Ive got a fish Smeagol, Smeagol! ","Title Music 
Scene 1 ~ The Finding of the Ring


Music plays and wiggly worm appears on the screen pans back to include Smeagol’s face.  
Shows two hobbits fishing in a boat.",The Return of the King
1941,SMEAGOL,"Pull it in! Go on, go on, go on, pull it in!","Title Music 
Scene 1 ~ The Finding of the Ring


Music plays and wiggly worm appears on the screen pans back to include Smeagol’s face.  
Shows two hobbits fishing in a boat.",The Return of the King
1942,DEAGOL,Arrghh! ,"Title Music 
Scene 1 ~ The Finding of the Ring


Music plays and wiggly worm appears on the screen pans back to include Smeagol’s face.  
Shows two hobbits fishing in a boat.",The Return of the King
